fips,votes.dem,votes.rep,votes.other,total,share.dem,share.rep,share.other,Y,rep.past,dem.past,other.past,cvap,white_pct,black_pct,hispanic_pct,nonwhite_pct,foreignborn_pct,female_pct,age29andunder_pct,age65andolder_pct,median_hh_inc,clf_unemploy_pct,lesshs_pct,lesscollege_pct,lesshs_whites_pct,lesscollege_whites_pct,rural_pct,ruralurban_cc,voterID,state_fips,state,state_po,state_code
4012,1399,3533,76,5008,0.27935303514376997,0.7054712460063898,0.015175718849840255,0.9263896726936641,11672,5105,531,15245,58.88494878,0.379235619,26.1820331,41.11505122,11.37214342,48.94602049,28.07328605,36.05693459,36321,10.59901339,24.84221485,89.56340686,18.40763128,87.92973177,56.32778564,6,1,4,Arizona,AZ,2
4013,717486,669907,18951,1406344,0.5101781640907204,0.47634646999596114,0.013475365913318505,-0.06861453846786655,2271519,1884263,236483,2723565,56.91811447,5.013612409,30.28683281,43.08188553,14.72933307,50.549278,41.88662041,13.83784321,55676,6.808454052,13.05192691,69.03113669,5.094061752,62.88259987,2.363799695,1,1,4,Arizona,AZ,2
4015,17053,52567,981,70601,0.24154048809506948,0.7445645245818048,0.013894987323125736,1.1257624051040909,163754,55698,5642,157930,78.25260646,0.951730844,15.70846982,21.74739354,6.969046649,49.67661777,30.48583453,26.8586498,39856,11.68095288,16.14585048,88.12117781,13.35467697,87.80458595,22.96364381,3,1,4,Arizona,AZ,2
4017,18018,18331,0,36349,0.49569451704310985,0.5043054829568901,0,0.01722235750797951,57438,52575,6550,76280,41.92719644,0.672772135,11.04991267,58.07280356,2.914729828,49.8461311,43.24316831,15.74545555,36868,18.5257911,18.49408653,85.50797032,9.152768918,77.15908746,54.13824233,4,1,4,Arizona,AZ,2
4019,223379,161311,0,384690,0.5806727494865996,0.4193272505134004,0,-0.3255357017119713,517532,637710,38392,720405,53.27157947,3.199719337,36.10597824,46.72842053,12.90342836,50.80740488,40.0873883,17.80177767,46764,9.214113975,12.25223757,69.19939114,5.250121502,61.12033512,7.523491145,2,1,4,Arizona,AZ,2
4021,49938,65135,789,115862,0.43101275655521226,0.5621774179627488,0.0068098254820389776,0.26567980315751427,206486,141751,14676,278220,57.88573556,4.333708916,29.19286526,42.11426444,9.872888603,47.81968994,38.45484452,18.22743232,51190,9.425900344,15.08324191,81.52852314,8.147550643,77.10653829,21.90462251,1,1,4,Arizona,AZ,2
4023,9109,4314,0,13423,0.6786113387469269,0.3213886612530731,0,-0.7473973877957081,8493,33987,1182,27155,15.27488345,0.199798054,83.21911187,84.72511655,32.64442392,52.12580832,43.30032011,15.89576127,38941,9.749896222,25.20672643,77.50677507,3.574329813,54.55727051,26.88317166,4,1,4,Arizona,AZ,2
4025,38846,67289,1194,107329,0.3619338668952473,0.626941460369518,0.011124672735234653,0.549391664630669,206959,104607,10637,173100,81.15936062,0.518331458,14.05488,18.84063938,6.456955157,51.09247619,28.7173012,28.27262496,46638,8.525986058,9.83067218,74.45836226,7.258710593,72.68127451,33.19717769,3,1,4,Arizona,AZ,2
4027,20307,145721,218,166246,0.12215030737581656,0.876538382878385,0.0013113097457983951,1.9707281803982173,63342,68905,3853,120510,32.74501702,1.79643075,61.966039,67.25498298,26.92088228,48.73580859,44.98111091,17.38976448,41467,12.46138869,28.27965249,85.61348211,10.29453818,79.36517015,10.42957635,3,1,4,Arizona,AZ,2
5001,1406,3428,86,4920,0.28577235772357723,0.6967479674796748,0.017479674796747967,0.8912282073470601,15727,6735,2166,14105,70.39151274,25.75798374,2.994237708,29.60848726,1.1255318,52.61995799,36.7548064,17.75001346,37330,9.118678584,17.48136524,85.57081208,12.53302335,81.91905315,34.70739787,6,1,5,Arkansas,AR,3
