Dist,GOPVote,DemVote,OtherVote,stateID,VID,PVI_GOP_State,PVI_GOP,TotPop,Black,BlackPct,White,WhitePct,Hispanic,HispanicPct,Female,FemalePct,Under35,Under35Pct,AtLeast65,AtLeast65Pct,MedianHHInc,Unemployed,BachelorDegreeOrHigher
OK-04,213096,90459,10803,35,1,20,20,792928,56615,0.071399925,595524,0.751044231,69799,0.088026908,394964,0.498108277,381992,0.481748658,121724,0.153512046,59463,4.2,25.7
OK-05,158191,145658,0,35,1,20,10,825115,109007,0.132111281,578384,0.700973804,145599,0.176459039,421297,0.510591857,408545,0.495137042,117986,0.142993401,54928,4.4,31.6
OR-01,161928,297071,0,36,0,-5,-9,858875,15582,0.018142337,673842,0.784563528,129232,0.150466599,433619,0.504868578,387137,0.450748945,132328,0.154071314,81473,3.8,40.7
OR-02,273835,168881,14094,36,0,-5,11,841022,6474,0.007697777,754274,0.896854066,119711,0.142339915,421996,0.501765709,342558,0.40731158,181462,0.215763678,57870,5.6,27
OR-03,110570,343573,15741,36,0,-5,-24,853116,40735,0.047748489,666779,0.781580699,99113,0.116177636,427890,0.501561335,384213,0.450364312,121598,0.142533958,73091,4.3,44.3
OR-04,216081,240950,10118,36,0,-5,0,820504,7707,0.009393007,721421,0.879241296,69429,0.084617503,416726,0.507890272,343531,0.418682907,178390,0.21741515,55886,5.9,28.1
OR-05,204372,234863,12640,36,0,-5,0,844220,7420,0.008789178,707537,0.83809552,149354,0.176913601,427830,0.506775485,366765,0.434442444,153718,0.182082869,68757,5.8,32
PA-01,249804,191875,0,37,1,0,1,713411,33269,0.046633708,609026,0.853681819,39580,0.055479941,364607,0.511075663,280722,0.393492671,134506,0.188539285,93474,3.9,42.6
PA-02,75022,198140,0,37,1,0,-25,722722,182004,0.251831271,325152,0.449899131,201666,0.279036753,375062,0.518957497,353492,0.489111996,97779,0.135292685,46248,8.3,22.6
PA-03,33671,341708,0,37,1,0,-41,741654,418050,0.563672548,246857,0.332846583,32106,0.043289728,395215,0.532883258,389069,0.524596375,107829,0.145389899,49897,7.9,40.6
PA-04,179926,264637,0,37,1,0,-7,730701,70556,0.096559331,581586,0.795928841,41567,0.056886469,373314,0.510898439,304693,0.416987249,134669,0.184301103,91030,3.3,48.5
PA-05,139552,255743,0,37,1,0,-13,719973,185702,0.257929117,456095,0.633489034,32240,0.044779457,376310,0.522672378,324925,0.451301646,117700,0.163478353,71880,5.8,39.2
PA-06,177526,226440,0,37,1,0,-2,735283,51568,0.07013354,573777,0.780348519,118163,0.16070411,371908,0.505802528,328053,0.446158826,120542,0.163939599,85665,4,46.7
PA-07,181407,195475,0,37,1,0,-1,731467,55036,0.075240578,600026,0.820304949,149773,0.204757016,372241,0.508896505,315857,0.431813055,132534,0.181189309,69105,4.4,30.1
PA-08,165783,178004,0,37,1,0,1,698973,55307,0.079126089,589106,0.842816532,88622,0.126788875,353587,0.505866464,283359,0.405393341,139436,0.199486962,56149,4.7,24.3
PA-09,232988,118266,0,37,1,0,14,699832,18314,0.026169138,645419,0.922248482,49828,0.071199945,351228,0.501874736,278577,0.398062678,141299,0.201904171,62078,3.6,21.3
PA-10,208896,182938,0,37,1,0,6,744681,85079,0.11424892,581914,0.781427215,67716,0.090932896,379212,0.509227441,323173,0.433975085,132060,0.177337679,67155,3.5,32.2
PA-11,241915,141325,0,37,1,0,14,734038,27241,0.037111158,653693,0.890543814,65522,0.089262409,373847,0.509301971,324668,0.442304077,136974,0.186603418,68811,2.8,28.1
PA-12,241035,99199,0,37,1,0,17,701387,15476,0.022064852,658067,0.938236665,18558,0.026459002,349921,0.498898611,304657,0.434363625,139355,0.198684892,55203,3.9,23.8
PA-13,267789,96612,0,37,1,0,22,697051,22354,0.032069389,650844,0.933710733,24315,0.03488267,348390,0.49980561,275373,0.395054307,148712,0.213344504,56618,3.2,20.6
PA-14,241688,131895,0,37,1,0,14,678915,20587,0.030323384,633984,0.933819403,10324,0.015206616,344801,0.507870647,257682,0.379549723,149524,0.220239647,59165,5,27.5
PA-15,255058,92156,0,37,1,0,20,672749,16077,0.023897471,640736,0.952414645,8436,0.012539595,329874,0.490337407,264138,0.392624887,143105,0.212716778,53741,3.9,20.6
PA-16,210088,143962,0,37,1,0,8,678333,30249,0.044593142,614553,0.905975384,18448,0.027196082,346927,0.511440546,279542,0.412101431,136620,0.201405504,54627,4.6,28.3
PA-17,212284,222253,0,37,1,0,3,706961,42335,0.059883077,622904,0.881100938,12271,0.017357393,361157,0.510858449,275700,0.389979079,144802,0.20482318,70857,3,42.5
PA-18,118163,266084,0,37,1,0,-13,693858,125549,0.180943363,510053,0.735097095,18695,0.026943553,361861,0.521520253,315121,0.454157767,130772,0.18847084,58743,5.3,40
RI-02,109894,154086,0,38,1,-10,-6,529295,32596,0.061583805,431580,0.815386505,71485,0.13505701,274808,0.519196289,224190,0.423563419,96390,0.182110165,74180,4.2,35.4
SC-01,216042,210627,0,39,1,8,10,821107,156022,0.190014213,591572,0.720456652,50332,0.061297736,425411,0.518094475,356588,0.43427714,154690,0.188392012,77185,3.3,40.9
SC-02,202715,155118,6163,39,1,8,12,722542,177973,0.246315093,501142,0.693581826,42935,0.059422151,374509,0.518321426,324125,0.44858984,121670,0.168391595,60781,4.7,35.1
SC-03,237544,95712,0,39,1,8,19,706961,135804,0.192095462,531157,0.75132433,33297,0.047098779,360914,0.510514724,307944,0.435588385,133520,0.188864732,50815,4.7,23.9
SC-04,222126,133023,5090,39,1,8,15,754148,132698,0.175957504,553998,0.734601166,67931,0.090076484,388462,0.515100484,342937,0.454734349,124355,0.164894689,60731,4,33.4
SC-05,220006,145979,0,39,1,8,9,738205,193552,0.262192751,502928,0.681285009,32546,0.044088024,386344,0.523355978,316606,0.428886285,128587,0.174188742,56282,4.8,26.3
SC-06,89258,197477,2646,39,1,8,-19,665215,361328,0.543174763,253612,0.381248168,40198,0.060428583,341359,0.513155897,315339,0.474040724,107783,0.162027314,41128,6.7,22.9
SC-07,224993,138863,0,39,1,8,9,740536,205540,0.277555716,500058,0.675264943,31239,0.04218431,386714,0.522208238,292728,0.395292059,164933,0.22272111,49494,5.1,22.4
TN-01,228181,68617,8621,40,1,14,28,725173,16808,0.023177918,682102,0.940605897,29899,0.041230162,369571,0.509631495,290466,0.40054718,150751,0.207882809,47478,5.1,21.9
TN-02,238907,109684,4592,40,1,14,20,758519,44475,0.058633996,675194,0.890147775,33529,0.044203243,392051,0.516863783,330865,0.436198698,138900,0.183120001,57777,3.4,31.2
TN-03,215571,97687,7033,40,1,14,18,743225,77855,0.104752935,627339,0.844076827,32121,0.043218406,376303,0.506311009,311397,0.418980793,141531,0.190428201,52491,5.8,26.1
TN-04,223802,111908,0,40,1,14,20,812697,80790,0.099409743,677310,0.833410238,59399,0.07308874,413292,0.508543775,380740,0.468489486,121936,0.150038698,59461,4.1,23.8
TN-06,257572,83852,8154,40,1,14,24,799365,41699,0.052165156,714233,0.893500466,36804,0.046041545,403924,0.505306087,339894,0.425205006,143851,0.179956591,59421,3.5,25
TN-07,245188,95839,9608,40,1,14,20,800536,77827,0.097218614,667562,0.833893791,43338,0.054136229,406050,0.507222661,365480,0.456544115,122091,0.152511567,62720,4.3,32.1
TN-08,227216,97890,6747,40,1,14,19,711068,156260,0.219753948,518912,0.729764242,21837,0.030710143,365982,0.514693391,301670,0.424249158,126839,0.178378158,60152,3.7,30.6
TN-09,48818,187905,6154,40,1,14,-28,700497,455867,0.65077652,193035,0.275568632,56518,0.080682715,370904,0.529486921,360262,0.514294851,92293,0.131753598,43708,7.6,24.2
TX-01,219726,83016,0,41,1,8,25,726094,124684,0.171718813,562797,0.775102122,130443,0.179650293,371139,0.511144563,341549,0.470392263,128891,0.177512829,54396,4.9,22.1
TX-02,192828,148374,5524,41,1,8,11,787271,93823,0.119174973,522787,0.664049609,248839,0.316077945,391472,0.497251899,382395,0.485722197,100958,0.128237926,80922,4.6,44.6
TX-03,230512,179458,8621,41,1,8,13,913161,90163,0.098737243,613332,0.671658119,136182,0.149132519,463521,0.507600522,422911,0.463128627,105894,0.115964217,95619,4,54.5
TX-04,253837,76326,7640,41,1,8,28,782743,85256,0.10891953,629311,0.803981639,118785,0.151754791,395950,0.505849302,348492,0.445218929,130879,0.167205583,60060,3.7,23.6
TX-05,173836,100743,5834,41,1,8,16,759749,114347,0.150506286,572437,0.753455418,228468,0.300715105,377979,0.497505097,363608,0.478589639,112395,0.147937016,57026,4.1,19.8
TX-06,179507,149530,10955,41,1,8,9,818442,172311,0.210535383,524922,0.641367379,208099,0.254262367,418217,0.510991616,407199,0.497529452,100775,0.123130289,71161,4.6,32.3
TX-07,149054,159529,5542,41,1,8,7,762826,117962,0.154638148,457317,0.599503688,230881,0.302665352,388115,0.508785752,373584,0.489736847,89872,0.117814547,73730,4.2,50.3
TX-08,277327,97409,7735,41,1,8,28,895861,75317,0.084072194,743993,0.830478166,217151,0.24239363,440692,0.491920063,413537,0.461608441,128405,0.143331387,78615,3.6,30.5
TX-09,49575,172938,6594,41,1,8,-29,769335,300202,0.390209727,265600,0.345233221,292614,0.380346663,390876,0.508069957,390274,0.507287463,86090,0.111901837,49147,6.2,26.5
TX-10,217216,187686,8992,41,1,8,9,925348,117135,0.126584809,648467,0.70078176,284330,0.307268185,471727,0.509783346,451966,0.488428137,113783,0.122962388,80528,4.2,41.4
TX-11,232568,53394,5811,41,1,8,32,790264,34120,0.043175445,656552,0.830800846,315521,0.399260247,396066,0.501181884,386861,0.489533877,123131,0.155809957,64070,3.3,23.1
TX-12,233853,121250,11918,41,1,8,18,844563,81689,0.096723394,666252,0.788871878,196211,0.232322515,436450,0.516776132,410867,0.486484726,112108,0.132740838,73000,3.6,31.9
TX-13,217124,50477,5907,41,1,8,33,714733,39614,0.055424893,608357,0.851166799,203170,0.284259996,347562,0.48628229,340089,0.475826637,114127,0.15967781,54004,3.2,21.3
TX-14,190541,118574,0,41,1,8,12,760530,146413,0.192514431,555583,0.730520821,200325,0.263401838,376618,0.49520466,357516,0.470087965,109581,0.144085046,67459,3.8,25
TX-15,109017,115605,4295,41,1,8,-7,804562,15332,0.019056331,673951,0.837661983,659612,0.819839863,406429,0.5051556,436815,0.542922733,94126,0.116990362,48113,5.6,21.2
TX-16,84006,154108,0,41,1,8,-17,747648,28613,0.038270684,590426,0.789711201,607474,0.812513375,377435,0.504829813,399191,0.533929068,92951,0.124324548,49013,6,24.5
TX-17,171390,125565,9918,41,1,8,12,786023,107767,0.137104131,598086,0.760901399,209926,0.26707361,394861,0.502352985,411525,0.523553382,100181,0.127453013,58929,3.6,32.3
TX-18,58033,180952,7910,41,1,8,-27,827015,279070,0.337442489,422157,0.510458698,370358,0.447825009,415046,0.501860305,450017,0.544146116,82712,0.100012696,48625,5.3,23
TX-19,198198,60583,6271,41,1,8,27,729664,45260,0.06202855,610334,0.836458973,272871,0.373968018,362373,0.496629956,375522,0.514650579,105505,0.14459395,55278,2.7,23.9
TX-20,89628,175078,6017,41,1,8,-10,832518,47638,0.057221586,653853,0.785392028,569829,0.68446448,423750,0.508998004,446020,0.535748176,97857,0.117543404,54908,5.3,24.5
TX-21,235740,205780,12230,41,1,8,10,829628,34580,0.041681332,702484,0.84674577,253031,0.304993322,420633,0.507013987,371443,0.447722353,142011,0.171174309,73472,3.1,47.4
TX-22,210259,181998,15791,41,1,8,10,960957,138861,0.144502824,573797,0.597109964,257743,0.268214915,489729,0.509626341,456669,0.475223137,108357,0.112759468,101658,3.3,45.4
TX-23,149395,137693,8369,41,1,8,1,786712,27258,0.034648003,663333,0.843171326,547522,0.695962436,392886,0.499402577,402187,0.511225201,103097,0.131047957,59074,3.5,23.9
TX-24,167910,163326,12785,41,1,8,9,832445,108712,0.130593613,518092,0.622373851,196732,0.236330328,418350,0.502555724,407775,0.489852182,90584,0.108816799,79667,3.2,48.4
TX-25,220088,165697,7738,41,1,8,11,818807,60306,0.073651056,674846,0.824182011,152814,0.186630061,406265,0.496166984,374845,0.457794083,115340,0.140863476,79975,3.9,40.6
TX-26,261963,161009,9243,41,1,8,18,920865,83798,0.090999224,700197,0.760368784,182394,0.198068121,471145,0.511633084,443249,0.481339827,99459,0.10800606,96307,3.1,45.6
TX-27,172305,95446,5482,41,1,8,13,745526,36889,0.049480501,639102,0.857249781,404885,0.543086358,374322,0.502091141,353505,0.474168574,124790,0.167385175,55987,5,20.1
TX-28,91925,137494,6425,41,1,8,-9,772410,29977,0.0388097,677177,0.876706671,609392,0.788948874,390437,0.505478955,422001,0.546343263,92013,0.119124558,53597,6,20
TX-29,42840,111305,2328,41,1,8,-19,783915,82553,0.105308611,566071,0.722107626,617046,0.787133809,393649,0.502157759,448465,0.572083708,68606,0.087517142,48300,6,11.6
TX-30,48685,204928,10851,41,1,8,-29,792445,326682,0.412245645,379301,0.478646468,321059,0.405149884,405310,0.511467673,418227,0.527767858,86325,0.108935005,51819,6,22.4
TX-31,212695,176293,8922,41,1,8,10,916064,112907,0.123252306,682987,0.745566904,231424,0.252628637,463013,0.505437393,457894,0.499849356,112285,0.122573314,75813,5.7,36.4
TX-32,157867,178542,7278,41,1,8,5,778087,116090,0.149199254,524069,0.673535222,210282,0.270255126,397902,0.511384974,386044,0.496145033,99031,0.127274971,76464,3.7,45.3
TX-33,39638,105317,12651,41,1,8,-23,751182,121634,0.161923475,456809,0.608120269,501434,0.667526645,374234,0.498193514,420667,0.560006763,63503,0.084537436,45997,5.9,13.1
TX-34,84119,111439,5457,41,1,8,-10,712596,10005,0.014040214,653713,0.917368327,602457,0.845439772,358735,0.50341989,376803,0.52877507,102906,0.144410016,42092,5,15.5
TX-35,80795,176373,12629,41,1,8,-15,857654,78878,0.091969489,659727,0.769222787,519807,0.606080074,426454,0.49723315,459206,0.535421044,90218,0.105191604,53898,4.1,25.2
TX-36,222712,73148,6419,41,1,8,26,758238,68076,0.089781836,625107,0.824420565,215731,0.284516207,380777,0.502186649,357074,0.470926015,109981,0.145048125,62206,6.2,19.4
UT-01,237988,104194,0,42,1,20,26,787582,7161,0.009092387,720006,0.914198141,106463,0.135177036,387413,0.491901796,436276,0.553943589,83430,0.105931827,73964,2.7,31.8
UT-02,208997,129762,15465,42,1,20,16,788484,11721,0.014865235,657266,0.833581912,124580,0.157999401,394834,0.500750808,409485,0.519332035,110684,0.140375708,69852,2.7,32.2
UT-03,246674,96067,15929,42,1,20,25,779460,5428,0.006963795,704050,0.903253534,85324,0.109465527,388989,0.499049342,448988,0.576024427,86899,0.111486157,78931,3.5,41.9
UT-04,179688,175923,21090,42,1,20,13,850432,12608,0.014825406,718205,0.844517845,145687,0.171309405,424051,0.498630108,471770,0.55474159,84185,0.098990866,80918,3.7,33.8
VT-AL,95830,238827,19638,43,0,-15,-15,623989,9435,0.015120459,585117,0.93770403,12408,0.019884966,314825,0.504536138,255080,0.408789258,125201,0.200646165,63001,3.4,38.7
VA-01,186923,260614,0,44,1,-1,8,824492,134826,0.163526147,596921,0.723986406,91439,0.110903441,414084,0.502229251,363831,0.441278994,129818,0.157452104,90181,3.9,37.8
VA-02,165031,185733,9170,44,1,-1,3,723927,139463,0.192647877,486553,0.672102298,59982,0.082856421,364372,0.503326993,341146,0.471243647,113112,0.156247798,74704,4.1,37.7
VA-03,107299,233326,0,44,1,-1,-16,760127,360389,0.474116825,329198,0.433082893,51982,0.068385941,394360,0.518808041,379201,0.498865321,108180,0.142318323,56455,6.3,26.5
VA-04,149625,241142,0,44,1,-1,-10,768382,315577,0.41070327,394028,0.512802226,46332,0.060298133,389361,0.506728424,350654,0.456353741,119370,0.155352416,60407,5.2,30.8
VA-05,210988,190315,0,44,1,-1,6,735766,142961,0.194302265,551428,0.749461106,27849,0.037850349,377075,0.512493102,300682,0.408665255,154489,0.209970289,57615,4,29
VA-06,246606,134729,0,44,1,-1,13,755012,90140,0.119388831,620342,0.821631974,42512,0.05630639,388958,0.515167971,334299,0.442773095,141574,0.187512251,59939,3.3,28.3
VA-07,222623,230893,0,44,1,-1,6,802921,144789,0.180327828,554096,0.690100271,63838,0.079507199,408434,0.508685163,350310,0.43629448,132462,0.164975135,81364,3.8,40.6
VA-08,95365,301454,0,44,1,-1,-21,813568,114695,0.140977767,511900,0.629203705,150802,0.185358815,412439,0.506950863,385874,0.474298399,100490,0.123517641,111627,3.1,63.3
VA-10,206253,268734,0,44,1,-1,-1,857693,68611,0.079994823,593061,0.691460697,123194,0.143634144,430599,0.502043272,382341,0.445778385,110582,0.128929582,132226,2.8,56.6
VA-11,111380,280725,0,44,1,-1,-15,789553,109462,0.138637938,438131,0.554910183,150667,0.190825695,401419,0.508412988,365181,0.462516133,99707,0.126282846,118099,3.6,57.2
WA-01,176407,249944,0,45,1,-7,-6,791545,12178,0.015385101,594230,0.75072169,76815,0.097044388,390482,0.493316236,349074,0.441003354,113113,0.142901541,106190,3.5,45.3
WA-02,148384,255252,0,45,1,-7,-10,760064,25095,0.033016956,578055,0.760534639,84560,0.111253789,386018,0.507875653,339189,0.446263736,131192,0.172606517,75095,4.4,33.4
WA-03,235579,181347,0,45,1,-7,4,756675,12360,0.016334622,650254,0.859357056,77109,0.101905045,380029,0.502235438,329436,0.435373179,136227,0.1800337,70936,5,27.2
WA-04,202108,102667,0,45,1,-7,13,735797,10104,0.013732048,553564,0.752332505,291924,0.396745298,366204,0.497697055,374544,0.509031703,106051,0.144130786,59872,5.9,22.2
WA-05,247815,155737,0,45,1,-7,8,734322,12783,0.017407895,641200,0.873186422,50208,0.068373275,368574,0.501924224,337654,0.459817355,128038,0.174362201,57837,6.1,30.4
WA-06,168783,247429,0,45,1,-7,-6,726540,29054,0.039989539,587323,0.808383571,58095,0.079961186,364865,0.502195337,298001,0.410164616,154586,0.212770116,72169,5.1,33
WA-07,78240,387109,0,45,1,-7,-33,817787,41038,0.050181771,569986,0.69698589,66032,0.080744742,404096,0.494133558,394268,0.482115759,108348,0.132489267,100991,3.5,62.3
WA-08,198423,213123,0,45,1,-7,0,770177,23662,0.030722808,557905,0.724385433,92771,0.120454129,388358,0.504245128,345151,0.448145037,110998,0.144120118,95968,3.9,36.8
WA-09,89697,258771,0,45,1,-7,-21,751595,90056,0.11981985,369451,0.491555958,97137,0.129241147,373425,0.49684338,358208,0.476597103,103962,0.138321836,90353,4,44.6
WV-01,180488,81177,0,46,1,19,19,601811,15153,0.025179001,563410,0.93619093,7405,0.012304528,301657,0.501248731,247957,0.412018059,121797,0.202384137,51480,5.6,23.3
WV-02,172195,100799,0,46,1,19,17,623039,27559,0.044233186,571968,0.918029208,13950,0.022390252,317041,0.508862206,253180,0.406363005,121500,0.195011869,52166,5,22.6
WV-03,161585,64927,0,46,1,19,23,567297,23213,0.040918602,532626,0.938883865,5468,0.00963869,287588,0.506944334,221191,0.389903349,124103,0.218761954,42553,7.8,17
WI-01,238271,163170,0,47,1,0,5,721691,43033,0.059628013,627038,0.868845531,73056,0.101228919,363525,0.503712808,304477,0.421893858,124462,0.17245885,68695,4.3,30.5
WI-02,138306,318523,0,47,1,0,-18,773663,33742,0.043613305,664613,0.859047156,52787,0.068229966,389640,0.503630134,362733,0.468851425,118493,0.153158417,72036,2.2,44.9
WI-03,189524,199870,0,47,1,0,0,723169,10906,0.015080846,673955,0.931946751,20626,0.028521687,359125,0.496598997,323686,0.447593854,133009,0.183925196,59426,2.9,27
WI-04,70769,232668,7911,47,1,0,-25,704146,237241,0.336920184,357357,0.507504126,123967,0.176052978,365151,0.518572853,373196,0.52999804,84988,0.12069656,47421,4.9,29.3
WI-05,265434,175902,0,47,1,0,13,733314,17884,0.024387916,663623,0.904964313,47945,0.065381269,371429,0.506507444,296124,0.403816101,140415,0.191480048,77386,3.2,38.2
WI-06,238874,164239,0,47,1,0,8,715828,14016,0.019580123,655759,0.91608459,34668,0.048430629,357965,0.500071246,296799,0.414623345,136341,0.190466145,63251,2.5,28.3
WI-07,252048,162741,0,47,1,0,8,714544,5745,0.008040093,665940,0.931978996,18421,0.025780078,354131,0.49560419,274375,0.383986151,150821,0.211073076,60706,2.9,24.4
WI-08,268173,149558,0,47,1,0,7,736079,12180,0.016547137,655069,0.889943878,41299,0.056106749,368664,0.500848414,313074,0.425326629,131367,0.178468615,65346,2.9,27.2
WY-AL,185732,66576,18059,48,0,25,25,578759,7116,0.012295273,525860,0.908599262,58607,0.10126322,282754,0.48855223,265561,0.458845564,98789,0.170691082,65003,3.6,29.1
